"02/09/18, 8:43 am - pooja07: 😒😒",
"02/09/18, 8:43 am - pooja07: Morning also u won't talk uh",
"02/09/18, 8:44 am - Ram Tej: Booooo",
"02/09/18, 8:44 am - Ram Tej: Hi",
"02/09/18, 8:44 am - Ram Tej: I am awake only",
"02/09/18, 8:44 am - Ram Tej: What are j doing",
"02/09/18, 8:44 am - pooja07: 😭I'm missing you",
"02/09/18, 8:44 am - Ram Tej: Who are u texting in the morning a",
"02/09/18, 8:44 am - Ram Tej: I miss u so much booooo",
"02/09/18, 8:44 am - Ram Tej: ❤",
"02/09/18, 8:44 am - Ram Tej: 😘",
"02/09/18, 8:44 am - pooja07: U only",
"02/09/18, 8:45 am - pooja07: Call na",
"02/09/18, 8:45 am - Ram Tej: I love you",
"02/09/18, 8:45 am - pooja07: I wanna talk to u",
"02/09/18, 8:45 am - Ram Tej: Now",
"02/09/18, 8:45 am - pooja07: I love you too",
"02/09/18, 8:45 am - pooja07: Please boo",
"02/09/18, 8:46 am - Ram Tej: Hello",
"02/09/18, 9:27 am - pooja07: My dad is here",
"02/09/18, 9:27 am - Ram Tej: Then text baby",
"02/09/18, 9:27 am - Ram Tej: Text",
"02/09/18, 9:27 am - Ram Tej: What are you doing",
"02/09/18, 9:27 am - pooja07: Booooo",
"02/09/18, 9:27 am - Ram Tej: What is uncle dosing",
"02/09/18, 9:27 am - Ram Tej: Doing",
"02/09/18, 9:27 am - pooja07: <Media omitted>",
"02/09/18, 9:27 am - Ram Tej: What brake bast",
"02/09/18, 9:28 am - Ram Tej: I love you",
"02/09/18, 9:28 am - Ram Tej: Ok",
"02/09/18, 9:28 am - Ram Tej: Talk to him",
"02/09/18, 9:28 am - Ram Tej: I want to talk to u",
"02/09/18, 9:28 am - Ram Tej: 😢😢😢😢",
"02/09/18, 9:28 am - pooja07: I love you",
"02/09/18, 9:28 am - pooja07: ❤",
"02/09/18, 9:28 am - Ram Tej: Atleast hear your voice on call",
"02/09/18, 9:28 am - Ram Tej: Just stay on the call",
"02/09/18, 9:28 am - pooja07: I'll never leave you or cheat on you",
"02/09/18, 9:28 am - Ram Tej: I am a rude ass",
"02/09/18, 9:28 am - pooja07: U should also promise",
"02/09/18, 9:29 am - Ram Tej: I was so rude to u bo",
"02/09/18, 9:29 am - pooja07: I love u",
"02/09/18, 9:29 am - pooja07: It's ok",
"02/09/18, 9:29 am - pooja07: I'm happy u realized",
"02/09/18, 9:29 am - pooja07: 😁",
"02/09/18, 9:29 am - Ram Tej: I would never never never cheat on your bo",
"02/09/18, 9:29 am - pooja07: <Media omitted>",
"02/09/18, 9:29 am - Ram Tej: I am so sorry",
"02/09/18, 9:29 am - Ram Tej: U know what",
"02/09/18, 9:29 am - pooja07: It's ok",
"02/09/18, 9:29 am - Ram Tej: U deserve a clap",
"02/09/18, 9:29 am - pooja07: 🤣",
"02/09/18, 9:29 am - Ram Tej: 👏🏻",
"02/09/18, 9:30 am - Ram Tej: I live you",
"02/09/18, 9:30 am - Ram Tej: I love you",
"02/09/18, 9:30 am - Ram Tej: 😍",
"02/09/18, 9:30 am - Ram Tej: ❤",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😣",
"02/09/18, 9:30 am - Ram Tej: 😘😘",
"02/09/18, 9:30 am - Ram Tej: 😘😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘😘",
"02/09/18, 9:30 am - Ram Tej: 😘😘",
"02/09/18, 9:30 am - Ram Tej: 😘😘",
"02/09/18, 9:30 am - Ram Tej: 😘😘",
"02/09/18, 9:30 am - Ram Tej: 😘😘",
"02/09/18, 9:30 am - Ram Tej: 😘😘",
"02/09/18, 9:30 am - Ram Tej: 😘😘",
"02/09/18, 9:30 am - Ram Tej: 😘😘",
"02/09/18, 9:30 am - Ram Tej: 😘😘",
"02/09/18, 9:30 am - Ram Tej: 😘😘",
"02/09/18, 9:30 am - Ram Tej: 😘😘",
"02/09/18, 9:30 am - Ram Tej: 😘😘",
"02/09/18, 9:30 am - Ram Tej: 😘😘",
"02/09/18, 9:30 am - Ram Tej: 😘😘",
"02/09/18, 9:30 am - Ram Tej: 😘😘",
"02/09/18, 9:30 am - Ram Tej: 😘😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘😘😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - pooja07: 😒",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘",
"02/09/18, 9:30 am - Ram Tej: 😘😍",
"02/09/18, 9:30 am - Ram Tej: 😍",
"02/09/18, 9:30 am - Ram Tej: 😍",
"02/09/18, 9:30 am - Ram Tej: 😍😍❤",
"02/09/18, 9:30 am - pooja07: Stop spamming",
"02/09/18, 9:30 am - Ram Tej: ❤",
"02/09/18, 9:30 am - Ram Tej: ❤",
"02/09/18, 9:30 am - Ram Tej: ❤",
"02/09/18, 9:30 am - Ram Tej: ❤",
"02/09/18, 9:30 am - Ram Tej: ❤",
"02/09/18, 9:30 am - Ram Tej: ❤",
"02/09/18, 9:30 am - Ram Tej: ❤",
"02/09/18, 9:30 am - Ram Tej: ❤",
"02/09/18, 9:30 am - Ram Tej: ❤",
"02/09/18, 9:30 am - Ram Tej: ❤",
"02/09/18, 9:30 am - Ram Tej: ❤",
"02/09/18, 9:30 am - pooja07: ❤",
"02/09/18, 9:30 am - Ram Tej: ❤❤❤",
"02/09/18, 9:30 am - Ram Tej: ❤",
"02/09/18, 9:30 am - Ram Tej: ❤",
"02/09/18, 9:30 am - Ram Tej: ❤",
"02/09/18, 9:30 am - Ram Tej: ❤",
"02/09/18, 9:30 am - Ram Tej: ❤",
"02/09/18, 9:30 am - Ram Tej: ❤❤",
"02/09/18, 9:30 am - Ram Tej: ❤",
"02/09/18, 9:30 am - pooja07: 🙈🙈🙈🙈",
"02/09/18, 9:30 am - Ram Tej: ❤❤",
"02/09/18, 9:30 am - Ram Tej: ❤❤",
"02/09/18, 9:30 am - Ram Tej: ❤",
"02/09/18, 9:30 am - Ram Tej: ❤",
"02/09/18, 9:30 am - Ram Tej: ❤",
"02/09/18, 9:30 am - pooja07: Stop",
"02/09/18, 9:30 am - Ram Tej: ❤",
"02/09/18, 9:30 am - Ram Tej: ❤",
"02/09/18, 9:30 am - Ram Tej: ❤",
"02/09/18, 9:31 am - Ram Tej: ❤😘",
"02/09/18, 9:31 am - Ram Tej: 😘😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘😘😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - pooja07: 😃",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘😘😘😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - pooja07: Aret",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘😘",
"02/09/18, 9:31 am - Ram Tej: 😘😘😘😘",
"02/09/18, 9:31 am - Ram Tej: 😘😘",
"02/09/18, 9:31 am - pooja07: Jakku",
"02/09/18, 9:31 am - Ram Tej: 😘👏🏻👏🏻👏🏻",
"02/09/18, 9:31 am - Ram Tej: 👏🏻👏🏻😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘😘😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘😘😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘😘😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘😘😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 👏🏻",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - pooja07: <Media omitted>",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘😘😘😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘😘",
"02/09/18, 9:31 am - Ram Tej: 😘😘😘",
"02/09/18, 9:31 am - Ram Tej: 👏🏻👏🏻👏🏻",
"02/09/18, 9:31 am - Ram Tej: 👏🏻",
"02/09/18, 9:31 am - Ram Tej: 👏🏻",
"02/09/18, 9:31 am - Ram Tej: 👏🏻",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - pooja07: Rey",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - pooja07: Rey",
"02/09/18, 9:31 am - Ram Tej: 😘😘",
"02/09/18, 9:31 am - Ram Tej: 😘",
"02/09/18, 9:31 am - pooja07: Ram",
"02/09/18, 9:31 am - Ram Tej: 😘😘",
"02/09/18, 9:31 am - Ram Tej: I miss u so much",
"02/09/18, 9:31 am - Ram Tej: ❤",
"02/09/18, 9:31 am - Ram Tej: 😢",
"02/09/18, 9:31 am - pooja07: I'm missing you a lot",
"02/09/18, 9:31 am - pooja07: Don't cry",
"02/09/18, 9:32 am - Ram Tej: Be with me",
"02/09/18, 9:35 am - pooja07: Ei",
